chromosome	position	size	N	NA19383:coverage	HG02012:coverage	NA18499:coverage	HG03439:coverage	HG02464:coverage	HG03575:coverage	NA19113:coverage	HG03072:coverage	HG02574:coverage	NA18519:coverage	HG03057:coverage	NA19436:coverage	HG03139:coverage	HG02315:coverage	NA19020:coverage	HG02339:coverage	NA19443:coverage	HG02840:coverage	HG03452:coverage	HG01269:coverage	HG02946:coverage	NA19175:coverage	HG03476:coverage	NA18489:coverage	NA18910:coverage	HG03085:coverage	HG03378:coverage	NA19190:coverage	HG03385:coverage	NA18856:coverage	HG01241:coverage	HG03112:coverage	NA19818:coverage	NA18924:coverage	HG03055:coverage	HG03410:coverage	HG02970:coverage	HG03209:coverage	HG03558:coverage	HG03024:coverage	HG02678:coverage	NA19147:coverage	HG01986:coverage	HG03517:coverage	NA20362:coverage	HG01948:coverage	HG04039:coverage	HG02716:coverage	HG02772:coverage	HG01880:coverage	HG03920:coverage	HG01886:coverage	HG03538:coverage	HG01461:coverage	HG02577:coverage	HG02586:coverage	NA19904:coverage	HG02982:coverage	HG01398:coverage	NA19921:coverage	HG03578:coverage	HG03027:coverage	NA19315:coverage	NA18502:coverage	HG02757:coverage	NA18870:coverage	HG02974:coverage	HG03460:coverage	NA19144:coverage	HG03246:coverage	NA20276:coverage	HG00622:coverage	HG00692:coverage	HG00717:coverage	HG01804:coverage	HG02064:coverage	HG02250:coverage	HG02798:coverage	HG03919:coverage	NA18552:coverage	NA18593:coverage	NA18625:coverage	HG00651:coverage	HG02147:coverage	HG02356:coverage	NA18605:coverage	NA19041:coverage	NA19360:coverage	NA19430:coverage	NA19474:coverage	HG02554:coverage	HG02585:coverage	HG01670:coverage	HG02232:coverage	HG02679:coverage	HG03649:coverage	HG03634:coverage	HG04038:coverage	HG02040:coverage	HG04158:coverage	HG03380:coverage	HG01620:coverage	HG02406:coverage	HG03884:coverage	HG03096:coverage	NA19438:coverage	HG01525:coverage	HG00560:coverage	HG01923:coverage	NA12878:coverage	NA20320:coverage	NA20885:coverage	HG03986:coverage	HG04056:coverage	NA18867:coverage	HG02477:coverage	HG01921:coverage	NA12717:coverage	NA12546:coverage	NA19663:coverage	HG03064:coverage	HG03653:coverage	HG02410:coverage	NA19119:coverage	HG01089:coverage	HG01678:coverage	HG01619:coverage	HG01513:coverage	HG01149:coverage	HG02188:coverage	HG02023:coverage	NA18538:coverage	HG02597:coverage	HG02634:coverage	HG04070:coverage	NA07347:coverage	HG02371:coverage	HG02497:coverage	HG04020:coverage	HG02505:coverage	HG01795:coverage	NA18641:coverage	NA19779:coverage	NA18537:coverage	HG03848:coverage	HG03792:coverage	HG02355:coverage	HG03499:coverage	HG01572:coverage	HG00272:coverage	HG03789:coverage	NA20892:coverage	NA18539:coverage	HG01747:coverage	HG00543:coverage	HG03695:coverage	NA19011:coverage	HG00559:coverage	NA20524:coverage	HG03824:coverage	NA19451:coverage	HG02419:coverage	NA18582:coverage	HG01281:coverage	HG00350:coverage	HG01771:coverage	NA19468:coverage	HG02728:coverage	HG04076:coverage	HG01028:coverage	NA18748:coverage	HG00185:coverage	HG02271:coverage	HG00277:coverage	NA20518:coverage	HG00742:coverage	HG00382:coverage	HG00132:coverage	HG03058:coverage	NA20814:coverage	HG00349:coverage	NA21100:coverage	HG00353:coverage	HG01756:coverage	HG01312:coverage	HG02330:coverage	HG00267:coverage	HG03965:coverage	HG03782:coverage	HG00580:coverage	HG03685:coverage	NA21109:coverage	HG01871:coverage	HG03229:coverage	HG02549:coverage	HG03130:coverage	NA19466:coverage	HG03691:coverage	NA12144:coverage	NA19320:coverage
4	144832751	1600	1600	4856.16	8187.36	13228.64	13540.32	9693.76	3987.04	3722.4	9843.68	8147.52	12099.52	8590.4	1201.76	8899.52	8777.76	6154.08	10483.2	7468.16	8993.28	13765.12	6920	8229.6	4877.28	13296.64	14100.16	4439.2	14339.04	12903.04	12661.76	6193.92	17934.4	8112.48	12947.52	11211.68	7119.2	8848	11050.08	8555.2	6723.2	8311.52	8187.36	11626.4	6634.24	1928	13491.04	9335.36	5191.2	4720.32	4050.4	2049.76	4432.16	12589.12	18008	7203.52	4481.44	8220.16	11802.08	5652.64	8295.2	7203.52	10209.12	3174.24	16652.8	8084.32	8342.08	8576.32	8920.64	14254.72	13231.04	7636.96	7641.6	4282.24	9771.04	3050.08	5334.08	6706.88	3959.04	11328.8	13013.12	7463.52	4504.8	6456.16	6374.24	2595.68	5505.12	6435.2	6908.32	15006.72	10241.92	3483.52	11572.48	13643.36	21470.4	9213.44	4774.24	10525.28	14109.44	15142.56	9234.56	8934.72	3867.68	7444.8	10602.56	9386.88	10274.72	9771.04	3099.2	7128.48	5350.56	3856	3839.52	8524.8	10576.8	15908.64	6880.16	10021.6	7904	4713.28	10387.04	11300.8	2328.48	6556.96	13165.44	16059.2	17720	5284.96	4078.4	5699.52	8815.2	2553.44	6863.84	8826.88	5048.32	5402.08	10340.32	10209.12	12921.76	7721.28	5908	6988	9393.92	5833.12	7194.08	10272.32	2954.08	11293.76	7421.44	3860.64	7423.68	9508.64	1600	9464.16	12258.88	4432.16	7290.24	8843.36	9426.72	15027.84	3926.24	13366.88	9159.52	5706.56	9756.96	8318.56	10106.08	4896	22252.8	2757.28	8088.96	6959.84	4900.8	5432.48	9485.28	10771.36	2900.16	13460.64	7231.68	5856.48	6311.04	8634.88	7585.28	6371.84	5833.12	5432.48	13020.16	5730.08	9522.72	3624	9604.64	7826.72	3556	12387.68	3026.72	10223.2	9304.8	6573.28	4240.16	4350.24	5294.24	22128	5446.56
4	144834351	1600	1600	9819.04	13865.6	15140.32	11402.56	12929.44	6947.68	12235.68	9759.36	10234.08	9254.72	12829.92	4617.44	5573.44	9268	10977.6	7362.72	13453.92	10131.2	14878.08	8985.92	11760.96	8872.96	15299.52	18409.6	11628.16	9397.44	11259.68	9390.88	8650.56	20000	16364.8	11651.52	11767.68	7302.88	12916.16	12979.2	8351.84	8315.36	15970.08	9417.44	12361.76	9048.96	6064.8	18380.8	8378.4	5779.2	6280.48	6874.72	6864.8	11136.96	10111.2	16584	9095.36	10273.92	11349.44	18227.2	16046.4	14695.36	8587.52	22552	7817.44	21272	9228.16	8278.88	13858.88	13905.44	13523.68	17171.2	9161.76	11034.08	10489.6	14187.52	6406.56	13749.44	11306.24	12059.68	11508.64	17912	10214.08	8710.4	18931.2	6290.4	6230.72	12454.72	14888	13726.08	26107.2	17414.4	10559.36	15697.92	27043.2	30728	6559.36	10519.52	20259.2	21102.4	23348.8	13278.08	10290.4	3960.16	7747.68	13888.8	9719.52	17068.8	17235.2	7219.84	12365.12	7296.32	13224.96	10688.8	13128.64	13065.6	14008.32	12053.12	20812.8	14675.52	13905.44	10579.2	12481.28	7532	12690.4	15462.24	15243.2	20108.8	5759.36	12282.08	14433.12	6409.92	7721.12	5965.12	15691.36	11565.12	8072.96	21084.8	14111.2	19632	9985.12	14828.16	9902.08	9195.04	11581.76	13839.04	13689.6	7180.16	13397.44	9586.72	9699.52	16176	7276.32	5935.2	14416.64	12069.76	9832.32	11794.24	15913.76	12909.6	14094.56	5729.44	10336.96	11186.72	10602.56	20198.4	12009.92	9307.84	11482.08	17779.2	6267.2	13676.32	7741.12	14964.32	13248.16	13477.12	14217.44	6310.4	11565.12	9752.64	13500.48	11548.48	14267.2	10479.68	13424	9530.24	20438.4	18857.6	10323.68	12992.48	7707.84	12308.64	10758.56	8056.48	16624	10200.8	21865.6	12886.24	12796.64	9606.56	9334.4	5596.64	14174.24	9938.56
4	144835951	1600	1600	8342.24	4372.8	7827.52	4624.8	0	4351.52	3292.8	0	9061.28	90.216	5739.36	3576.8	0	3993.44	3454.72	3178.72	6630.88	5187.36	10725.12	3465.28	11823.52	12009.28	16254.4	17603.2	12351.52	15127.04	10812.64	6017.92	9600	11873.92	20438.4	12431.2	7474.56	8331.68	11298.24	10778.08	3613.92	10178.4	15188	9592	15862.08	6206.24	6612.32	15771.84	8334.4	5033.44	4094.24	9358.56	5893.28	9355.84	7612.64	23660.8	7676.32	10687.84	16772.8	16899.2	15617.92	6017.92	6325.76	27966.4	6219.52	15636.48	11292.8	8817.28	13741.92	14596.32	15254.4	11099.2	8676.64	13205.92	8159.2	18236.8	8026.56	11757.28	10329.76	8252	11454.72	14254.08	9244.48	8326.4	12616.96	6357.6	5269.6	13330.72	9284.32	15164.16	22848	18200	17060.8	14848.48	23460.8	31718.4	7663.04	11929.76	23249.6	20835.2	19908.8	10950.56	8798.72	5118.4	4914.08	10687.84	9080	14575.2	19908.8	8437.76	12409.92	5078.56	9074.56	6169.12	11664.32	8188.32	12667.36	6851.04	17353.6	11481.28	10337.6	8944.64	12651.36	9775.2	10518.08	11751.84	12919.36	16910.4	6426.56	9544.32	13659.68	9432.8	5781.76	8403.36	7379.04	13232.48	7540.96	15684.32	10507.52	22155.2	9801.6	8424.48	8459.04	9939.68	8721.76	15564.8	13845.44	5781.76	9087.84	8297.12	8023.84	9600	10908.16	6516.8	13816.32	6487.52	11600.64	10003.36	16515.2	10000.64	11903.2	7031.52	13651.68	16899.2	6341.6	19200	10382.72	10709.12	7631.2	20065.6	4598.4	13073.28	7989.44	11982.72	13150.24	16124.8	13245.76	5365.12	11513.12	7490.56	8997.6	13633.12	13052	7225.28	9093.28	10404	18475.2	25345.6	5983.36	10212.96	7323.36	12882.24	11518.4	6291.2	15121.76	7503.84	24136	15456	11884.64	7275.68	7349.92	7562.24	15771.84	9392.96
4	144837551	1600	1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	144839151	1600	1600	6247.04	4992.16	8517.6	6325.44	239.216	2400	6109.76	172.544	7658.88	631.376	6678.4	2670.56	200	4815.68	3258.88	5917.6	6948.96	5333.28	9337.28	3647.04	12360.8	14545.12	13792.16	17081.6	12109.76	14219.68	7215.68	8345.12	10800	20392	13921.6	13070.56	8282.4	10219.68	14654.88	10505.92	5996	8564.64	14525.44	8862.72	16697.6	7376.48	3572.48	15148.96	9945.12	4270.56	6137.28	9251.04	9396	10486.24	10917.6	27529.6	8007.84	7062.72	14380.32	23913.6	16486.4	3509.76	6172.48	26462.4	4392.16	17000	7376.48	8894.08	14360.8	14541.12	13851.04	16486.4	12988.16	9674.56	4988.16	13537.28	7266.72	10070.56	7301.92	10133.28	11796	19846.4	10341.12	9470.56	11913.76	8270.56	3788.16	10604	10247.04	12823.52	20368	16424	11419.68	18580.8	21302.4	24294.4	5392.16	10348.96	21889.6	31796.8	17016	12505.92	5019.68	4137.28	6584.32	15804	10447.04	19560	20243.2	9086.24	11431.36	6643.2	8411.84	10207.84	8400	11752.96	16467.2	11682.4	18968	11623.52	14627.52	9513.76	11133.28	7737.28	9807.84	14607.84	20356.8	13431.36	9000	9976.48	9705.92	5972.48	10019.68	5407.84	10051.04	8992.16	5337.28	14623.52	8564.64	25160	6909.76	8545.12	7145.12	8462.72	7317.6	19227.2	17062.4	6007.84	9560.8	9925.44	10776.48	13266.72	6972.48	8105.92	15600	8317.6	10070.56	10713.76	14478.4	9258.88	12043.2	5768.64	11839.2	17243.2	10623.52	15400	10231.36	13258.88	6588.16	22240	4513.76	15207.84	7192.16	14509.76	13745.12	11141.12	13156.8	7204	13619.68	12764.64	13396	13729.44	14748.96	6760.8	10858.88	8772.48	16529.6	22329.6	8525.44	6176.48	7921.6	19046.4	8298.08	7984.32	17924.8	6321.6	27816	9674.56	11058.88	6505.92	5713.76	7027.52	14658.88	12623.52
4	144840751	1600	1600	4652.48	5105.92	6284.48	5955.04	79.144	4900.48	4947.52	0	10254.56	0	10808.48	2879.2	0	6329.44	4263.04	5918.72	6487.68	4859.84	8342.24	4909.12	18051.2	10731.52	17328	20164.8	10857.76	13512.32	10667.36	7302.72	8566.88	19934.4	9634.24	9781.76	9302.72	9696.32	12808.48	12658.88	4149.76	5788.16	15848.16	13642.72	12506.88	9942.24	6718.72	8571.2	5741.12	5788.16	7031.04	7499.52	7766.88	7287.68	12021.44	23030.4	10222.4	8658.88	15880.16	19841.6	18350.4	5989.28	8699.52	26100.8	6250.24	16648	9501.6	7215.04	11302.72	12603.2	13306.88	16763.2	5426.72	8892	7867.36	16006.4	5918.72	12365.76	7946.56	7845.92	9251.36	12729.44	12372.16	6770.08	14209.6	8973.28	5131.52	7567.84	10365.76	11116.64	21956.8	18171.2	7172.16	16937.6	14419.2	26233.6	8269.44	11390.4	17657.6	21078.4	19129.6	15403.2	7886.56	6040.64	4906.88	9394.72	10844.96	15995.68	19379.2	7567.84	13270.56	6117.6	12243.84	8789.28	13416	13822.4	17219.2	8002.08	22304	12968.96	10926.24	7133.76	12340.16	6243.84	10883.36	12406.4	14476.96	17732.8	9144.32	8566.88	8453.44	8842.72	5933.76	5950.88	12592.48	11264.16	8121.92	14834.24	10784.96	22628.8	8198.88	9944.32	10915.52	11069.44	9103.68	11339.04	17168	6064.16	7407.52	9285.6	6904.8	12201.12	8885.6	6855.68	12579.68	11792.48	8068.48	12874.88	13908	6941.12	16440	5873.76	13165.76	13839.52	6889.76	14915.52	13813.92	8203.2	9788.16	20564.8	4716.64	13741.12	5082.4	11786.08	8479.2	14517.6	10650.24	5961.44	10496.32	11952.96	8660.96	11413.92	11298.4	6881.28	11734.72	10235.36	17523.2	21715.2	8053.44	10881.28	8126.24	14333.76	7268.48	7503.68	18808	8177.6	23409.6	12669.44	9488.8	6374.4	8079.2	6708	20126.4	6513.44
4	144842351	1600	1600	7939.2	6441.92	6846.72	7427.52	1516.128	3176.96	5678.56	1199.472	8943.68	1555.968	7958.08	1918.72	364.88	5607.36	5458.4	3917.12	3346.72	4892.32	6771.2	4942.56	13208.96	12074.4	17492.8	24398.4	8608.16	12399.52	13810.72	8891.2	10002.56	17270.4	18550.4	15591.04	8312.48	9071.52	12636.48	13282.24	4214.88	7840.64	13347.36	12007.36	18310.4	8767.52	5286.56	7247.2	3430.72	3900.32	4072.32	9325.28	6450.4	8922.72	10004.64	28804.8	9046.4	8176.16	12940.48	17713.6	12923.68	5303.2	6024.64	24467.2	4403.68	16857.6	5848.48	7230.4	11982.24	13479.36	18713.6	11220.96	11116.16	11684.48	8583.04	14829.92	9530.72	14035.2	7658.24	9929.28	9769.92	19969.6	7312.16	8251.68	12768.48	5078.88	4500.16	10839.36	9644	16990.4	18518.4	13905.12	14133.76	18179.2	15651.84	26496	6051.84	8601.76	22672	22563.2	24728	12066.08	8253.76	5397.6	6238.56	16297.6	10726.08	19227.2	21521.6	10898.08	9516.16	7060.48	11330.08	7989.44	14464.96	9547.52	19910.4	6030.88	19006.4	10025.76	11940.16	7102.56	15641.44	7341.6	11720	15737.92	15440.16	16697.6	8029.28	10449.28	12061.92	9140.8	8056.64	5500.32	6748.16	12212.8	4483.36	19227.2	11311.2	16457.6	9994.24	11353.12	10614.88	14783.68	8811.52	16574.4	16136	4737.12	13825.44	6506.88	7412.8	15987.36	8222.24	2885.44	11380.32	11059.52	12040.96	12275.68	14676.8	8788.48	15245.12	6871.84	13301.12	8557.76	9098.88	23345.6	10570.88	9673.44	11659.2	18504	4661.6	17755.2	6511.2	9059.04	10864.48	10554.08	14680.96	7830.08	9423.84	6706.08	9218.4	14691.52	15209.44	10029.92	11738.88	11923.52	18532.8	25681.6	6158.88	10904.32	10365.44	12214.88	8731.84	5280.16	18648	6297.28	23723.2	12936.32	12061.92	6758.56	8798.88	7423.36	15471.52	11915.04
4	144843951	1600	1600	4338.72	3845.12	7283.84	5374.24	348.384	406.448	4293.6	193.552	8722.56	451.616	8474.24	2835.52	0	3138.72	5883.84	2328.96	6803.2	2858.08	5325.76	4758.08	10645.12	10454.88	10093.6	16713.6	6880.64	12125.76	9135.52	8393.6	5593.6	12409.6	11583.84	9096.8	8161.28	7790.4	6209.6	6241.92	2903.2	7009.6	12364.48	5200	15071.04	6506.4	5132.32	4700	5116.16	3487.04	5196.8	6032.32	8032.32	6274.24	7128.96	21736	4412.96	7854.88	8738.72	19889.6	13077.44	5354.88	8022.56	19939.2	4406.4	16451.2	10045.12	5393.6	12267.68	15141.92	14174.24	10296.8	6683.84	6461.28	9390.4	13761.28	5445.12	5132.32	6806.4	9090.4	8693.6	16225.6	6728.96	6535.52	6277.44	7277.44	2974.24	7732.32	5845.12	11290.4	15796.8	16568	8067.68	13503.2	10103.2	27764.8	3777.44	5032.32	19683.2	18177.6	16022.4	10977.44	8100	6032.32	3861.28	8771.04	7361.28	17416	17835.2	5845.12	4941.92	5145.12	5890.4	10738.72	6061.28	7335.52	15093.6	6612.96	16451.2	8983.84	7251.68	11841.92	8548.32	5012.96	8874.24	15209.6	14645.12	16044.8	5241.92	10087.04	10128.96	9019.36	10103.2	5200	7409.6	7854.88	6883.84	14745.12	7267.68	18473.6	6441.92	8364.48	5361.28	5922.56	11138.72	9845.12	13290.4	6264.48	8428.96	8087.04	6861.28	13112.96	5632.32	4361.28	15571.04	9896.8	7161.28	8651.68	13622.56	8496.8	9558.08	7261.28	8919.36	15012.96	4296.8	13106.4	8171.04	8506.4	9077.44	18164.8	3500	11312.96	6490.4	7380.64	7974.24	11516.16	11512.96	8174.24	9761.28	5464.48	6596.8	15122.56	14574.24	8658.08	6503.2	8322.56	11280.64	21355.2	6290.4	4428.96	6606.4	11661.28	8819.36	4925.76	16209.6	5454.88	19686.4	7158.08	9264.48	8874.24	4267.68	8219.36	13125.76	6087.04
4	144845551	1600	1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	144847151	1600	1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	144848751	1600	1600	6730.08	6628.64	9714.24	10212.64	0	3549.28	6076.16	174.608	6742.88	387.296	6825.44	2320.64	482.544	8333.28	6742.88	6812.64	5958.72	5384.16	8330.08	5580.96	17028.8	10323.84	17732.8	16648	11187.36	12711.04	10793.6	6263.52	8352.32	13384.16	13593.6	12920.64	11298.4	7323.84	14898.4	9631.68	6250.72	9034.88	15847.68	10196.8	16625.6	8612.64	8253.92	7053.92	4638.08	6463.52	4476.16	7498.4	5342.88	8965.12	10393.6	29660.8	11730.08	8749.28	15917.44	19561.6	16825.6	8127.04	10647.68	26780.8	5285.76	19403.2	9863.52	8485.76	13384.16	15317.44	16580.8	16904	8428.64	10844.48	6419.04	16523.2	8003.2	11660.32	10206.4	12031.68	11079.36	17400	8603.2	12450.72	17044.8	7609.6	5711.04	14666.72	12749.28	14879.36	22361.6	19952	13288.96	21422.4	13774.56	18993.6	3936.48	12066.72	20606.4	19632	18425.6	16116.8	7380.96	4444.48	8301.6	16438.4	8596.8	16748.8	20444.8	9996.8	8784.16	5984.16	12850.72	11472.96	10831.68	13609.6	11736.48	9701.6	18696	12142.88	12352.32	11133.28	12987.36	7450.72	11479.36	19286.4	12822.24	19896	7130.08	14777.76	10136.48	7279.36	11260.32	6501.6	8098.4	9222.24	7365.12	14666.72	11920.64	15692	8041.28	11606.4	10187.36	9898.4	8593.6	12571.36	14438.08	5438.08	13279.36	9946.08	11555.52	13171.36	5809.6	3838.08	11634.88	12898.4	8060.32	13393.6	16396.8	13415.84	15609.6	7872.96	11085.76	10504.8	11257.12	24142.4	15336.48	12333.28	12587.36	22177.6	4088.96	15980.96	7425.44	10438.08	11752.32	13425.44	15292	7676.16	12171.36	8438.08	12190.4	10412.64	14447.68	8358.72	14355.52	8244.48	19942.4	22304	8984.16	8904.8	8333.28	12038.08	9349.28	6308	15850.72	9714.24	17726.4	11203.2	15761.92	7774.56	7676.16	7704.8	15920.64	8942.88
4	144850351	1600	1600	6025.44	5522.4	6985.92	6038.72	53.512	2913.76	5003.36	0	6097.6	355.856	8824.16	4492.32	0	6702.4	7018.08	4441.44	13236.16	6202.08	8861.6	7071.52	16844.8	12891.04	16724.8	21420.8	14298.4	12808	14806.72	8446.88	10678.24	19598.4	19931.2	9434.08	18614.4	12524.48	16028.8	14386.56	5188	9939.84	13444.8	13736.48	17520	9059.52	4636.8	6616.8	6068.16	6731.84	4500.32	5265.6	7403.36	10218.08	10426.72	26006.4	9206.72	12939.2	15020.8	19376	16668.8	7716.32	7697.6	23897.6	5816.8	21734.4	10068.16	7464.96	16339.2	14515.04	12382.56	10271.52	6651.52	11015.36	8540.48	19587.2	6710.4	8559.2	11670.88	10563.2	9862.24	16417.6	13613.44	10606.08	15122.4	10672.96	7531.84	12907.04	13506.4	12096.32	17998.4	16516.8	8192.64	23092.8	12214.08	24072	7165.28	8642.08	21512	21070.4	21497.6	13993.28	8813.44	4872.32	10135.04	9434.08	11138.4	20764.8	14501.6	7542.4	10616.8	7039.52	10041.44	6707.68	13674.88	14482.88	20139.2	9118.4	20339.2	13872.96	15090.24	10999.36	9484.96	8810.72	8010.72	17177.6	11686.88	19020.8	8706.4	10935.04	14135.04	7711.04	7486.24	7874.24	11946.56	8762.56	9578.56	16585.6	14501.6	23318.4	6284.96	8864.16	11818.08	8596.64	11280.32	12246.08	13075.52	4428.16	14317.12	14450.88	10006.72	12409.44	4679.52	4481.6	15344.48	11855.52	8219.36	14349.12	15416.8	13680.32	12064.16	5206.72	13530.4	11248.16	8495.04	24174.4	14630.08	10913.76	9800.64	23451.2	4264.96	15900.96	8647.52	12979.2	12599.36	14145.76	16728	5351.2	12759.84	7042.08	7713.76	12537.76	17065.6	8746.56	9511.68	10654.24	16195.2	20222.4	10745.12	14983.2	6876.32	17563.2	14078.88	7464.96	18755.2	10737.12	19326.4	10624.8	11432.8	10202.08	5024.8	11010.08	17795.2	8842.88
4	144851951	1600	1600	6592.8	4904.48	5706.24	4192.8	0	4284.64	5614.4	0	8043.2	160.368	5216.16	2019.84	0	3162.24	4198.24	4572.96	5528	3731.52	6200	4000	10194.56	12673.92	17574.4	16873.6	6504.48	13003.68	8875.68	8219.84	5821.6	12295.52	16827.2	10095.52	6129.76	9142.4	9362.24	12079.2	4227.04	4018.08	15023.36	8564	15293.76	5279.2	7518.88	3452.32	6043.2	3061.28	3414.4	7690.08	7971.2	8320.8	10608.96	28537.6	8641.44	5881.12	14511.68	21331.2	9401.76	4236	7466.72	23003.2	4854.08	19086.4	4189.12	6446.88	16612.8	15234.24	14564	16400	8295.52	6776.64	7904.48	16867.2	7299.04	8581.92	7708.16	10560.32	11430.56	18867.2	8082.88	8926.08	10771.2	8475.68	3747.68	9147.68	12639.68	13562.24	18377.6	17603.2	15425.28	18444.8	12277.44	25630.4	4724.32	9891.84	22081.6	23096	18899.2	11252.32	4039.68	4668.48	6969.44	8650.4	7645.12	15827.04	16268.8	6605.44	10764	7230.56	9450.4	8895.52	12446.88	7452.32	17988.8	8711.68	13434.24	12868.48	12005.44	12362.24	11682.88	4037.76	12872	7443.2	20809.6	18027.2	7115.36	11996.32	10272	5068.48	6299.04	3259.52	9612.64	9987.36	6998.24	17937.6	9405.44	20720	6810.88	8293.76	7255.84	10942.4	9046.88	12616.16	15832.48	7636	10441.44	8893.76	9237.76	14528	4063.04	2436	14634.24	7684.64	9349.6	9057.6	20148.8	10796.32	11736.96	4668.48	9929.76	11380.16	4104.48	17512	11900.96	10673.92	5670.24	21046.4	3765.76	11607.2	5780.16	8484.64	8450.4	3839.68	16374.4	8630.56	10976.64	9335.2	12672	18267.2	15326.08	9506.24	8594.56	13227.04	16499.2	26748.8	9958.56	8181.92	7972.96	14180.16	9547.68	4922.56	17192	5450.4	26244.8	13421.6	11203.68	9300.96	5872	7554.88	16785.6	10354.88
